index,type,name,count,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,L52,L53,L54,L55,L56,L57,L58,L59,L60,L61,L62,L63,L64,L65,L66,L67,L68,L69,L70,L71,L72,L73,L74,L75,L76,L77,L78,L79,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L96,L97,L98,L99,L100,L101,L102,L103,L104,L105,L106,L107,L108,L109,L110,L111,L112,L113,L114,L115,L116,L117,L118,L119,L120,L121,L122,L123,L124,L125,L126,L127,L128,L129,L130,L131,L132,L133,L134,L135,L136,L137,L138,L139,L140,L141,L142,L143,L144,L145,L146,L147,L148,L149,L150,L151,L152,L153,L154,L155,L156,L157,L158,L159,L160,L161,L162,L163,L164,L165,L166,L167,L168,L169,L170,L171,L172,L173,L174,L175,L176,L177,L178,L179,L180,L181,L182,L183,L184,L185,L186,L187,L188,L189,L190,L191,L192,L193,L194,L195,L196,L197,L198,L199,L200,split
435,sit_up,stu10_61.mp4,15.0,92.0,138.0,138.0,163.0,163.0,187.0,187.0,209.0,209.0,232.0,232.0,255.0,255.0,277.0,277.0,300.0,300.0,320.0,320.0,342.0,342.0,369.0,369.0,398.0,398.0,430.0,430.0,464.0,464.0,497.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
436,push_up,stu1_45.mp4,6.0,127.0,177.0,177.0,228.0,228.0,285.0,285.0,327.0,596.0,645.0,645.0,687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
437,sit_up,val1075.mp4,3.0,29.0,98.0,98.0,168.0,168.0,234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
438,pull_up,train2502.mp4,6.0,28.0,66.0,66.0,102.0,102.0,145.0,145.0,189.0,189.0,231.0,231.0,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
439,pull_up,stu3_40.mp4,6.0,356.0,423.0,424.0,468.0,468.0,531.0,531.0,625.0,625.0,705.0,705.0,781.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
440,bench_pressing,stu2_13.mp4,11.0,88.0,130.0,130.0,161.0,161.0,191.0,191.0,222.0,222.0,255.0,255.0,282.0,282.0,315.0,315.0,344.0,344.0,375.0,375.0,405.0,405.0,435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
441,bench_pressing,train184.mp4,2.0,42.0,155.0,155.0,297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
442,push_up,stu5_44.mp4,12.0,148.0,205.0,205.0,256.0,256.0,315.0,315.0,373.0,373.0,430.0,430.0,493.0,913.0,972.0,972.0,1044.0,1045.0,1121.0,1179.0,1257.0,1257.0,1333.0,1333.0,1421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
443,sit_up,test2003.mp4,6.0,7.0,27.0,27.0,51.0,51.0,77.0,78.0,103.0,103.0,123.0,123.0,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
444,bench_pressing,stu3_6.mp4,6.0,140.0,198.0,198.0,276.0,276.0,349.0,516.0,585.0,585.0,633.0,633.0,676.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
445,squat,stu2_67.mp4,11.0,8.0,54.0,54.0,104.0,104.0,149.0,149.0,194.0,194.0,242.0,242.0,287.0,288.0,337.0,337.0,384.0,385.0,435.0,435.0,481.0,481.0,536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
446,squat,stu10_66.mp4,25.0,130.0,170.0,170.0,207.0,207.0,246.0,246.0,283.0,283.0,327.0,327.0,369.0,369.0,409.0,409.0,448.0,448.0,489.0,489.0,530.0,530.0,573.0,573.0,617.0,617.0,658.0,658.0,705.0,706.0,746.0,747.0,789.0,789.0,833.0,833.0,879.0,879.0,921.0,921.0,966.0,966.0,1013.0,1013.0,1066.0,1066.0,1113.0,1113.0,1160.0,1160.0,1209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
447,push_up,train2745.mp4,2.0,5.0,119.0,121.0,237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
448,jump_jacks,stu6_19.mp4,16.0,315.0,343.0,343.0,367.0,367.0,392.0,392.0,418.0,418.0,445.0,445.0,467.0,467.0,495.0,495.0,519.0,519.0,545.0,545.0,570.0,571.0,595.0,595.0,616.0,616.0,644.0,644.0,665.0,665.0,690.0,690.0,716.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
449,sit_up,val1099.mp4,4.0,45.0,97.0,97.0,150.0,150.0,201.0,201.0,252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
450,bench_pressing,stu8_13.mp4,5.0,185.0,275.0,275.0,319.0,319.0,359.0,359.0,398.0,398.0,452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
451,bench_pressing,stu1_6.mp4,11.0,204.0,247.0,247.0,285.0,285.0,318.0,318.0,353.0,353.0,393.0,496.0,548.0,548.0,595.0,595.0,639.0,639.0,687.0,982.0,1041.0,1261.0,1318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
452,bench_pressing,stu2_9.mp4,9.0,526.0,577.0,578.0,610.0,611.0,642.0,643.0,674.0,675.0,707.0,707.0,740.0,741.0,776.0,778.0,811.0,811.0,854.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
453,squat,stu3_63.mp4,7.0,2.0,56.0,56.0,111.0,111.0,161.0,161.0,212.0,212.0,260.0,260.0,309.0,309.0,363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
454,pull_up,stu3_41.mp4,1.0,37.0,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
455,jump_jacks,stu4_20.mp4,11.0,2.0,29.0,30.0,52.0,52.0,75.0,76.0,92.0,93.0,113.0,114.0,137.0,138.0,158.0,159.0,179.0,179.0,199.0,200.0,224.0,225.0,245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
456,pull_up,val820.mp4,4.0,11.0,81.0,84.0,160.0,164.0,236.0,239.0,298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
457,push_up,stu5_42.mp4,23.0,28.0,50.0,50.0,74.0,74.0,99.0,99.0,122.0,123.0,147.0,147.0,170.0,422.0,481.0,801.0,825.0,825.0,853.0,853.0,878.0,878.0,899.0,899.0,928.0,928.0,954.0,954.0,980.0,1091.0,1128.0,1128.0,1167.0,1167.0,1212.0,1212.0,1264.0,1264.0,1327.0,1405.0,1453.0,1453.0,1508.0,1508.0,1584.0,1676.0,1742.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
458,jump_jacks,test944.mp4,10.0,2.0,27.0,28.0,56.0,56.0,82.0,84.0,107.0,108.0,137.0,138.0,166.0,166.0,193.0,193.0,220.0,221.0,246.0,247.0,271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
459,squat,stu6_11.mp4,22.0,107.0,127.0,127.0,146.0,146.0,162.0,162.0,180.0,180.0,198.0,198.0,219.0,219.0,238.0,238.0,264.0,264.0,288.0,288.0,313.0,331.0,410.0,520.0,568.0,568.0,656.0,656.0,733.0,734.0,828.0,828.0,922.0,922.0,964.0,965.0,1002.0,1002.0,1033.0,1033.0,1070.0,1070.0,1114.0,1114.0,1174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
460,front_raise,stu6_14.mp4,4.0,47.0,112.0,112.0,190.0,392.0,478.0,478.0,563.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
461,squat,stu6_71.mp4,2.0,53.0,152.0,165.0,261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
462,pull_up,stu7_37.mp4,15.0,0.0,53.0,54.0,111.0,113.0,173.0,174.0,240.0,240.0,300.0,662.0,680.0,680.0,697.0,697.0,720.0,720.0,740.0,740.0,761.0,879.0,895.0,895.0,914.0,914.0,932.0,932.0,949.0,949.0,968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
463,squat,stu10_62.mp4,3.0,6.0,69.0,70.0,144.0,144.0,219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
464,sit_up,stu8_51.mp4,25.0,55.0,87.0,87.0,120.0,120.0,154.0,154.0,188.0,188.0,217.0,217.0,253.0,253.0,288.0,288.0,324.0,324.0,360.0,360.0,394.0,394.0,432.0,432.0,467.0,467.0,501.0,501.0,530.0,530.0,565.0,565.0,598.0,598.0,631.0,631.0,666.0,666.0,703.0,703.0,733.0,733.0,771.0,771.0,805.0,805.0,844.0,844.0,882.0,882.0,919.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
465,front_raise,stu3_14.mp4,3.0,3.0,136.0,136.0,199.0,199.0,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
466,front_raise,train941.mp4,4.0,39.0,108.0,108.0,171.0,171.0,229.0,229.0,289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
467,sit_up,test1995.mp4,5.0,53.0,97.0,97.0,142.0,143.0,187.0,187.0,235.0,236.0,284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
468,front_raise,test541.mp4,3.0,0.0,112.0,112.0,204.0,204.0,299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
469,sit_up,stu6_49.mp4,5.0,85.0,159.0,167.0,283.0,291.0,431.0,437.0,593.0,599.0,689.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
470,bench_pressing,test168.mp4,3.0,5.0,86.0,86.0,157.0,157.0,237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
471,pull_up,stu9_40.mp4,27.0,75.0,123.0,123.0,167.0,167.0,210.0,210.0,250.0,250.0,289.0,289.0,331.0,331.0,373.0,373.0,417.0,417.0,458.0,458.0,500.0,501.0,537.0,537.0,580.0,580.0,622.0,622.0,664.0,664.0,707.0,707.0,749.0,749.0,789.0,789.0,833.0,833.0,875.0,875.0,920.0,920.0,958.0,959.0,1001.0,1001.0,1047.0,1047.0,1098.0,1098.0,1148.0,1184.0,1250.0,1273.0,1319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
472,squat,stu6_64.mp4,3.0,118.0,216.0,237.0,334.0,355.0,472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
473,pull_up,stu5_34.mp4,52.0,91.0,102.0,102.0,113.0,113.0,124.0,124.0,136.0,136.0,145.0,145.0,156.0,156.0,167.0,168.0,179.0,179.0,189.0,189.0,201.0,201.0,211.0,211.0,222.0,222.0,234.0,234.0,246.0,246.0,256.0,256.0,269.0,269.0,281.0,281.0,294.0,294.0,309.0,314.0,331.0,440.0,453.0,453.0,465.0,465.0,475.0,475.0,486.0,486.0,499.0,499.0,523.0,524.0,542.0,542.0,562.0,562.0,586.0,696.0,709.0,709.0,720.0,720.0,731.0,731.0,743.0,743.0,755.0,755.0,779.0,779.0,803.0,804.0,829.0,976.0,988.0,988.0,1000.0,1000.0,1011.0,1011.0,1022.0,1022.0,1034.0,1034.0,1045.0,1045.0,1058.0,1068.0,1084.0,1088.0,1103.0,1103.0,1130.0,1347.0,1366.0,1366.0,1384.0,1384.0,1401.0,1402.0,1417.0,1417.0,1445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
474,jump_jacks,stu8_31.mp4,26.0,5.0,32.0,32.0,60.0,60.0,92.0,92.0,121.0,121.0,149.0,149.0,180.0,180.0,210.0,210.0,241.0,241.0,270.0,270.0,299.0,299.0,329.0,329.0,360.0,360.0,391.0,391.0,420.0,420.0,450.0,450.0,479.0,479.0,509.0,509.0,543.0,543.0,572.0,572.0,600.0,600.0,628.0,628.0,657.0,657.0,690.0,690.0,720.0,720.0,748.0,748.0,780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
475,front_raise,train970.mp4,5.0,40.0,88.0,88.0,138.0,138.0,188.0,188.0,236.0,236.0,285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
476,push_up,stu9_54.mp4,26.0,145.0,207.0,208.0,265.0,265.0,310.0,310.0,359.0,359.0,405.0,405.0,448.0,449.0,523.0,523.0,593.0,593.0,654.0,654.0,708.0,708.0,764.0,764.0,819.0,819.0,875.0,875.0,946.0,946.0,1000.0,1000.0,1053.0,1053.0,1106.0,1106.0,1149.0,1149.0,1199.0,1199.0,1338.0,1338.0,1471.0,1476.0,1528.0,1528.0,1573.0,1573.0,1627.0,1627.0,1672.0,1672.0,1766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
477,pull_up,stu4_32.mp4,4.0,157.0,206.0,206.0,307.0,689.0,759.0,759.0,805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
478,pull_up,stu3_35.mp4,5.0,144.0,201.0,201.0,238.0,238.0,274.0,274.0,312.0,312.0,354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
479,push_up,val886.mp4,5.0,0.0,44.0,44.0,102.0,103.0,166.0,166.0,230.0,231.0,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
480,squat,stu1_67.mp4,20.0,104.0,137.0,137.0,182.0,182.0,229.0,229.0,273.0,273.0,325.0,325.0,368.0,368.0,418.0,418.0,467.0,467.0,513.0,513.0,563.0,563.0,609.0,609.0,646.0,646.0,691.0,691.0,743.0,743.0,786.0,786.0,835.0,835.0,878.0,878.0,924.0,924.0,968.0,968.0,1007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,train
